Obs Key,Taxon grou,TaxonName,Common Nam,date,grid,location,survey,note,All Design,Sample Yea,Recorders,Sample 1 k,Northing,Easting
SR0003650001JCJ0,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJ1,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJ2,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJ3,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJ4,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJ5,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJV,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJW,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJX,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJY,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJZ,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCK0,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCKQ,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCKR,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCKS,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCKT,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCKU,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCIL,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCIM,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCIN,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCIO,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCGN,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,13/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCGO,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,13/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCGP,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,13/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCGQ,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,13/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCGV,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,13/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JLL2,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,12/07/2021,ST8177496402,"Whiteladies, Kingscote",Ecological consultants surveys,Passes recorded during dusk survey.; Field Observation,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Joseph Wilkie,ST8196,196402,381774
SR0003650001JXIE,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,21/06/2021,SO91761814,"Devonia, Shurdington, Gloucestershire",Ecological consultants surveys,Dusk emergence presence/absence survey; 1 Count ; Echo Meter Touch 2,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Dean Lefeuvre,SO9118,218145,391765
SR0003650001LKI1,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2020,SP0450032400,"New Town, Toddington",Ecological consultants surveys,Static bat detector; Field Observation,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2020,Mike Hockey,SP0432,232400,404500
SR0003650001TLPH,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,23/07/2020,SO8919608470,Snows Farm,Casual records sent to GCER,"Dry, cloudy. Detectors: Elekon Batscanner, Echo Meter Touch 2; Field Observation","Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2020,Amanda Lawrence,SO8908,208470,389196
SR0003650001IS82,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,01/09/2019,SO668027,Sharpness Dock,Ecological consultants surveys,number of passes in a week of recording; 2 Count; Static bat detector; Field Observation,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2019,Ryan Harris,SO6602,202750,366850
SR0003650001TLRW,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,10/07/2019,SO8877008040,Snows Farm,Casual records sent to GCER,Echo Meter ID 69%; Field Observation,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2019,Amanda Lawrence;Richard Szymanski,SO8808,208040,388770
SR0003650001TLRN,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,22/06/2019,SO8907408276,Snows Farm,Casual records sent to GCER,Echo Meter ID 80%; Field Observation,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2019,Amanda Lawrence,SO8908,208276,389074
SR0003650001TLQW,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,22/06/2019,SO8883108351,Snows Farm,Casual records sent to GCER,Echo Meter ID 88%; Field Observation,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2019,Amanda Lawrence,SO8808,208351,388831
