tok,rtvk,rtlik,actual_name,date,date_start,date_end,date_type,date_entered,date_modified,grid,grid_ref_type,grid_ref_release_res,location,count,abundance,recorder,determiner,determination_type,record_type,survey,source_meta_data,ring_number,note,verification_level,date_formatted,easting_centred,northing_centred,easting_min,northing_min,easting_max,northing_max,grid_ref_10m_sq,grid_ref_100m_sq,grid_ref_1km_sq,grid_ref_10km_sq,lat,lon,resolution,geom_point,geom_poly,geom_mobile,updated_at,created_at,vc,ua,lrc_array
LC0002150000T8TL,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,13/08/2015,13/08/2015,13/08/2015,D,07/08/2020,07/08/2020,SS804828,Imported,NULL,Expansion Joints 10 & 11 - Kenfig Viaduct,1,1,Dyfrig Jones,Dyfrig Jones,Unassessed,Field Record,Atkins (Consultant) Records,,,August Licence monitoring surveys - Dawn re-entry survey.,1,13/08/2015,280450,182850,280400,182800,280500,182900,,SS804828,SS8082,SS88,51.5318611,-3.724909637,100,0101000020346C000000000000081E11410000000010520641,0103000020346C0000010000000500000000000000401D1141000000008050064100000000401D114100000000A053064100000000D01E114100000000A053064100000000D01E1141000000008050064100000000401D11410000000080500641,0103000020346C0000010000002100000000000000F02111410000000010520641F22208C9DC2111410D50C1D189500641EC0A29E1A32111412E2715A2124F06410983387847211141EB6A0ADCB84D06410803561BCB201141F0F953C9894C06418ACAFA9133201141EEF98E0F914B0641696CF5AE861F114129EAAD3DD84A0641F9571F17CB1E11411CBAEF6D664A064100000000081E114100000000404A064107A8E0E8441D11411CBAEF6D664A064197930A51891C114129EAAD3DD84A06417635056EDC1B1141EEF98E0F914B0641F8FCA9E4441B1141F0F953C9894C0641F77CC787C81A1141EB6A0ADCB84D064114F5D61E6C1A11412E2715A2124F06410EDDF736331A11410D50C1D18950064100000000201A114100000000105206410EDDF736331A1141F3AF3E2E9653064114F5D61E6C1A1141D2D8EA5D0D550641F77CC787C81A11411595F52367560641F8FCA9E4441B11411006AC36965706417635056EDC1B1141120671F08E58064197930A51891C1141D71552C24759064107A8E0E8441D1141E4451092B959064100000000081E114100000000E0590641F9571F17CB1E1141E4451092B9590641696CF5AE861F1141D81552C2475906418ACAFA9133201141120671F08E5806410803561BCB2011411006AC369657064109833878472111411595F52367560641EC0A29E1A3211141D2D8EA5D0D550641F22208C9DC211141F3AF3E2E9653064100000000F02111410000000010520641,20/12/2023 15:49,20/12/2023 15:49,{41},"{136,181,182}",{3}
LC0002150000SWFA,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,21/08/2014,21/08/2014,21/08/2014,D,07/08/2020,07/08/2020,ST118773,Imported,NULL,St Fagans Museum,1,1,Cardiff Bat Group,Cardiff Bat Group,Unassessed,Bat Roost,Cardiff Bat Records,,H2741,Male. Taken by harp trap: ringed (ring no. H2741). Radiotracked over a week to multiple roosts within St Fagans buildings.,1,21/08/2014,311850,177350,311800,177300,311900,177400,,ST118773,ST1177,ST17,51.48820281,-3.270989718,100,0101000020346C000000000000A80813410000000030A60541,0103000020346C0000010000000500000000000000E007134100000000A0A4054100000000E007134100000000C0A70541000000007009134100000000C0A70541000000007009134100000000A0A4054100000000E007134100000000A0A40541,0103000020346C0000010000002100000000000000900C13410000000030A60541F22208C97C0C13410D50C1D1A9A40541EC0A29E1430C13412E2715A232A3054109833878E70B1341EB6A0ADCD8A105410803561B6B0B1341F0F953C9A9A005418ACAFA91D30A1341EEF98E0FB19F0541696CF5AE260A134129EAAD3DF89E0541F9571F176B0913411CBAEF6D869E054100000000A808134100000000609E054107A8E0E8E40713411CBAEF6D869E054197930A512907134129EAAD3DF89E05417635056E7C061341EEF98E0FB19F0541F8FCA9E4E4051341F0F953C9A9A00541F77CC78768051341EB6A0ADCD8A1054114F5D61E0C0513412E2715A232A305410EDDF736D30413410D50C1D1A9A4054100000000C00413410000000030A605410EDDF736D3041341F3AF3E2EB6A7054114F5D61E0C051341D2D8EA5D2DA90541F77CC787680513411595F52387AA0541F8FCA9E4E40513411006AC36B6AB05417635056E7C061341120671F0AEAC054197930A5129071341D71552C267AD054107A8E0E8E4071341E4451092D9AD054100000000A80813410000000000AE0541F9571F176B091341E4451092D9AD0541696CF5AE260A1341D81552C267AD05418ACAFA91D30A1341120671F0AEAC05410803561B6B0B13411006AC36B6AB054109833878E70B13411595F52387AA0541EC0A29E1430C1341D2D8EA5D2DA90541F22208C97C0C1341F3AF3E2EB6A7054100000000900C13410000000030A60541,20/12/2023 15:46,20/12/2023 15:46,{41},"{139,181}",{3}
LC0002150000T33I,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,15/09/2015,15/09/2015,15/09/2015,D,07/08/2020,07/08/2020,SS631921,Imported,NULL,Singleton Park: Brynmill,1,1,Robert Morgan,Robert Morgan,Unassessed,Foraging/Commuting,Just Mammals,,,Bat detector: time expansion record,1,15/09/2015,263150,192150,263100,192100,263200,192200,,SS631921,SS6392,SS69,51.61149973,-3.977794087,100,0101000020346C000000000000B80F104100000000B0740741,0103000020346C0000010000000500000000000000F00E1041000000002073074100000000F00E10410000000040760741000000008010104100000000407607410000000080101041000000002073074100000000F00E10410000000020730741,0103000020346C0000010000002100000000000000A013104100000000B0740741F22208C98C1310410D50C1D129730741EC0A29E1531310412E2715A2B271074109833878F7121041EB6A0ADC587007410803561B7B121041F0F953C9296F07418ACAFA91E3111041EEF98E0F316E0741696CF5AE3611104129EAAD3D786D0741F9571F177B1010411CBAEF6D066D074100000000B80F104100000000E06C074107A8E0E8F40E10411CBAEF6D066D074197930A51390E104129EAAD3D786D07417635056E8C0D1041EEF98E0F316E0741F8FCA9E4F40C1041F0F953C9296F0741F77CC787780C1041EB6A0ADC5870074114F5D61E1C0C10412E2715A2B27107410EDDF736E30B10410D50C1D12973074100000000D00B104100000000B07407410EDDF736E30B1041F3AF3E2E3676074114F5D61E1C0C1041D2D8EA5DAD770741F77CC787780C10411595F52307790741F8FCA9E4F40C10411006AC36367A07417635056E8C0D1041120671F02E7B074197930A51390E1041D71552C2E77B074107A8E0E8F40E1041E4451092597C074100000000B80F104100000000807C0741F9571F177B101041E4451092597C0741696CF5AE36111041D81552C2E77B07418ACAFA91E3111041120671F02E7B07410803561B7B1210411006AC36367A074109833878F71210411595F52307790741EC0A29E153131041D2D8EA5DAD770741F22208C98C131041F3AF3E2E3676074100000000A013104100000000B0740741,20/12/2023 15:48,20/12/2023 15:48,{41},"{135,181,182}",{3}
LC0002150000T33M,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,05/08/2015,05/08/2015,05/08/2015,D,07/08/2020,07/08/2020,SS582917,Imported,NULL,Fairwood Wood: Upper Killay,1,1,Robert Morgan,Robert Morgan,Unassessed,Foraging/Commuting,Just Mammals,,,Bat detector: time expansion record,1,05/08/2015,258250,191750,258200,191700,258300,191800,,SS582917,SS5891,SS59,51.60669227,-4.048350531,100,0101000020346C00000000000050860F410000000030680741,0103000020346C0000010000000500000000000000C0840F4100000000A066074100000000C0840F4100000000C069074100000000E0870F4100000000C069074100000000E0870F4100000000A066074100000000C0840F4100000000A0660741,0103000020346C0000010000002100000000000000208E0F410000000030680741E4451092F98D0F410D50C1D1A9660741D71552C2878D0F412E2715A232650741120671F0CE8C0F41EB6A0ADCD86307411006AC36D68B0F41F0F953C9A96207411595F523A78A0F41EEF98E0FB1610741D2D8EA5D4D890F4129EAAD3DF8600741F3AF3E2ED6870F411CBAEF6D866007410000000050860F4100000000606007410D50C1D1C9840F411CBAEF6D866007412E2715A252830F4129EAAD3DF8600741EB6A0ADCF8810F41EEF98E0FB1610741F0F953C9C9800F41F0F953C9A9620741EEF98E0FD17F0F41EB6A0ADCD863074129EAAD3D187F0F412E2715A2326507411CBAEF6DA67E0F410D50C1D1A966074100000000807E0F4100000000306807411CBAEF6DA67E0F41F3AF3E2EB669074128EAAD3D187F0F41D2D8EA5D2D6B0741EEF98E0FD17F0F411595F523876C0741F0F953C9C9800F411006AC36B66D0741EB6A0ADCF8810F41120671F0AE6E07412E2715A252830F41D71552C2676F07410D50C1D1C9840F41E4451092D96F07410000000050860F410000000000700741F3AF3E2ED6870F41E4451092D96F0741D2D8EA5D4D890F41D81552C2676F07411595F523A78A0F41120671F0AE6E07411006AC36D68B0F411006AC36B66D0741120671F0CE8C0F411595F523876C0741D71552C2878D0F41D2D8EA5D2D6B0741E4451092F98D0F41F3AF3E2EB669074100000000208E0F410000000030680741,20/12/2023 15:48,20/12/2023 15:48,{41},"{135,181,182}",{3}
LC0002150000T34D,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,15/06/2015,15/06/2015,15/06/2015,D,07/08/2020,07/08/2020,SS579920,Imported,NULL,Fairwood Playing Fields: Upper Killay,1,1,Robert Morgan,Robert Morgan,Unassessed,Foraging/Commuting,Just Mammals,,,Bat detector: time expansion record,1,15/06/2015,257950,192050,257900,192000,258000,192100,,SS579920,SS5792,SS59,51.60931227,-4.052801355,100,0101000020346C000000000000F07C0F410000000090710741,0103000020346C0000010000000500000000000000607B0F41000000000070074100000000607B0F41000000002073074100000000807E0F41000000002073074100000000807E0F41000000000070074100000000607B0F410000000000700741,0103000020346C0000010000002100000000000000C0840F410000000090710741E445109299840F410D50C1D109700741D71552C227840F412E2715A2926E0741120671F06E830F41EB6A0ADC386D07411006AC3676820F41F0F953C9096C07411595F52347810F41EEF98E0F116B0741D2D8EA5DED7F0F4129EAAD3D586A0741F3AF3E2E767E0F411CBAEF6DE669074100000000F07C0F4100000000C06907410D50C1D1697B0F411CBAEF6DE66907412E2715A2F2790F4129EAAD3D586A0741EB6A0ADC98780F41EEF98E0F116B0741F0F953C969770F41F0F953C9096C0741EEF98E0F71760F41EB6A0ADC386D074129EAAD3DB8750F412E2715A2926E07411CBAEF6D46750F410D50C1D1097007410000000020750F4100000000907107411CBAEF6D46750F41F3AF3E2E1673074128EAAD3DB8750F41D2D8EA5D8D740741EEF98E0F71760F411595F523E7750741F0F953C969770F411006AC3616770741EB6A0ADC98780F41120671F00E7807412E2715A2F2790F41D71552C2C77807410D50C1D1697B0F41E44510923979074100000000F07C0F410000000060790741F3AF3E2E767E0F41E445109239790741D2D8EA5DED7F0F41D81552C2C77807411595F52347810F41120671F00E7807411006AC3676820F411006AC3616770741120671F06E830F411595F523E7750741D71552C227840F41D2D8EA5D8D740741E445109299840F41F3AF3E2E1673074100000000C0840F410000000090710741,20/12/2023 15:48,20/12/2023 15:48,{41},"{135,181,182}",{3}
LC00021500013MC3,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,10/07/2016,10/07/2016,10/07/2016,D,07/08/2020,07/08/2020,ST195795,Imported,NULL,Cardiff Metropolitan University Cyncoed Campus,1,1,Diane Morgan,Diane D.J. Morgan,Unassessed,Foraging/Commuting,Just Mammals,,,Foraging. Bat detector: time expansion record.,1,10/07/2016,319550,179550,319500,179500,319600,179600,,ST195795,ST1979,ST17,51.50912947,-3.160616944,100,0101000020346C000000000000F880134100000000F0EA0541,0103000020346C0000010000000500000000000000308013410000000060E9054100000000308013410000000080EC054100000000C08113410000000080EC054100000000C08113410000000060E9054100000000308013410000000060E90541,0103000020346C0000010000002100000000000000E084134100000000F0EA0541F22208C9CC8413410D50C1D169E90541EC0A29E1938413412E2715A2F2E705410983387837841341EB6A0ADC98E605410803561BBB831341F0F953C969E505418ACAFA9123831341EEF98E0F71E40541696CF5AE7682134129EAAD3DB8E30541F9571F17BB8113411CBAEF6D46E3054100000000F88013410000000020E3054107A8E0E8348013411CBAEF6D46E3054197930A51797F134129EAAD3DB8E305417635056ECC7E1341EEF98E0F71E40541F8FCA9E4347E1341F0F953C969E50541F77CC787B87D1341EB6A0ADC98E6054114F5D61E5C7D13412E2715A2F2E705410EDDF736237D13410D50C1D169E9054100000000107D134100000000F0EA05410EDDF736237D1341F3AF3E2E76EC054114F5D61E5C7D1341D2D8EA5DEDED0541F77CC787B87D13411595F52347EF0541F8FCA9E4347E13411006AC3676F005417635056ECC7E1341120671F06EF1054197930A51797F1341D71552C227F2054107A8E0E834801341E445109299F2054100000000F880134100000000C0F20541F9571F17BB811341E445109299F20541696CF5AE76821341D81552C227F205418ACAFA9123831341120671F06EF105410803561BBB8313411006AC3676F0054109833878378413411595F52347EF0541EC0A29E193841341D2D8EA5DEDED0541F22208C9CC841341F3AF3E2E76EC054100000000E084134100000000F0EA0541,20/12/2023 17:15,20/12/2023 17:15,{41},"{139,181}",{3}
LC00021500015NAD,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,08/10/2020,08/10/2020,08/10/2020,D,13/01/2021,13/01/2021,ST18598054,Imported,NULL,Cardiff High School CF23 6WG,1,1,Hal Starkie: Jessica Dangerfield,Jessica Dangerfield,Unconfirmed,Field Record,Cardiff Bat Records,,,Bat Care Call:adult female found in classroom: successfully released at later date,2,08/10/2020,318595,180545,318590,180540,318600,180550,ST18598054,ST185805,ST1880,ST18,51.5179371,-3.174604789,10,0101000020346C0000000000000C72134100000000080A0641,0103000020346C0000010000000500000000000000F871134100000000E009064100000000F871134100000000300A0641000000002072134100000000300A0641000000002072134100000000E009064100000000F871134100000000E0090641,0103000020346C0000010000002100000000000000F475134100000000080A0641F22208C9E07513410D50C1D181080641EC0A29E1A77513412E2715A20A070641098338784B751341EB6A0ADCB00506410803561BCF741341F0F953C9810406418ACAFA9137741341EEF98E0F89030641696CF5AE8A73134129EAAD3DD0020641F9571F17CF7213411CBAEF6D5E020641000000000C721341000000003802064107A8E0E8487113411CBAEF6D5E02064197930A518D70134129EAAD3DD00206417635056EE06F1341EEF98E0F89030641F8FCA9E4486F1341F0F953C981040641F77CC787CC6E1341EB6A0ADCB005064114F5D61E706E13412E2715A20A0706410EDDF736376E13410D50C1D18108064100000000246E134100000000080A06410EDDF736376E1341F3AF3E2E8E0B064114F5D61E706E1341D2D8EA5D050D0641F77CC787CC6E13411595F5235F0E0641F8FCA9E4486F13411006AC368E0F06417635056EE06F1341120671F08610064197930A518D701341D71552C23F11064107A8E0E848711341E4451092B1110641000000000C72134100000000D8110641F9571F17CF721341E4451092B1110641696CF5AE8A731341D81552C23F1106418ACAFA9137741341120671F0861006410803561BCF7413411006AC368E0F0641098338784B7513411595F5235F0E0641EC0A29E1A7751341D2D8EA5D050D0641F22208C9E0751341F3AF3E2E8E0B064100000000F475134100000000080A0641,20/12/2023 17:32,20/12/2023 17:32,{41},"{139,181}",{3}
LC00021500015QWW,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,06/10/2018,06/10/2018,06/10/2018,D,18/05/2021,18/05/2021,SS63088740,Imported,NULL,Mumbles Pier,1,1,Hayley Glanville,Hayley Glanville,Correct,Field Record,LERC Wales App,,,One Nathusius' pipistrelle bat pass recorded at 39kHz during a dusk survey between 19:46 and 20:46. Recorded and analysed using Echo Meter Touch 2 app. Verified by:davies: aaron as Accepted on 19/12/2020 07:55.,3,06/10/2018,263085,187405,263080,187400,263090,187410,SS63088740,SS630874,SS6387,SS68,51.56884553,-3.976879713,10,0101000020346C000000000000B40E10410000000068E00641,0103000020346C0000010000000500000000000000A00E10410000000040E0064100000000A00E10410000000090E0064100000000C80E10410000000090E0064100000000C80E10410000000040E0064100000000A00E10410000000040E00641,0103000020346C00000100000021000000000000009C1210410000000068E00641F22208C9881210410D50C1D1E1DE0641EC0A29E14F1210412E2715A26ADD064109833878F3111041EB6A0ADC10DC06410803561B77111041F0F953C9E1DA06418ACAFA91DF101041EEF98E0FE9D90641696CF5AE3210104129EAAD3D30D90641F9571F17770F10411CBAEF6DBED8064100000000B40E10410000000098D8064107A8E0E8F00D10411CBAEF6DBED8064197930A51350D104129EAAD3D30D906417635056E880C1041EEF98E0FE9D90641F8FCA9E4F00B1041F0F953C9E1DA0641F77CC787740B1041EB6A0ADC10DC064114F5D61E180B10412E2715A26ADD06410EDDF736DF0A10410D50C1D1E1DE064100000000CC0A10410000000068E006410EDDF736DF0A1041F3AF3E2EEEE1064114F5D61E180B1041D2D8EA5D65E30641F77CC787740B10411595F523BFE40641F8FCA9E4F00B10411006AC36EEE506417635056E880C1041120671F0E6E6064197930A51350D1041D71552C29FE7064107A8E0E8F00D1041E445109211E8064100000000B40E10410000000038E80641F9571F17770F1041E445109211E80641696CF5AE32101041D81552C29FE706418ACAFA91DF101041120671F0E6E606410803561B771110411006AC36EEE5064109833878F31110411595F523BFE40641EC0A29E14F121041D2D8EA5D65E30641F22208C988121041F3AF3E2EEEE10641000000009C1210410000000068E00641,20/12/2023 17:33,20/12/2023 17:33,{41},"{135,181,182}",{3}
LC00021500015R41,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,06/10/2018,06/10/2018,06/10/2018,D,18/05/2021,18/05/2021,SS63088740,Imported,NULL,Mumbles Pier,1,1,Hayley Glanville,Hayley Glanville,Correct,Field Record,iRecord (Direct Import),,,1 bat pass from Nathusius pipistrelle at 39kHz during dusk survey between 19:46 and 20:46. Recorded and analysed using Echo Meter Touch 2 app. Verified by:davies: aaron as Accepted on 19/12/2020 07:58.,3,06/10/2018,263085,187405,263080,187400,263090,187410,SS63088740,SS630874,SS6387,SS68,51.56884553,-3.976879713,10,0101000020346C000000000000B40E10410000000068E00641,0103000020346C0000010000000500000000000000A00E10410000000040E0064100000000A00E10410000000090E0064100000000C80E10410000000090E0064100000000C80E10410000000040E0064100000000A00E10410000000040E00641,0103000020346C00000100000021000000000000009C1210410000000068E00641F22208C9881210410D50C1D1E1DE0641EC0A29E14F1210412E2715A26ADD064109833878F3111041EB6A0ADC10DC06410803561B77111041F0F953C9E1DA06418ACAFA91DF101041EEF98E0FE9D90641696CF5AE3210104129EAAD3D30D90641F9571F17770F10411CBAEF6DBED8064100000000B40E10410000000098D8064107A8E0E8F00D10411CBAEF6DBED8064197930A51350D104129EAAD3D30D906417635056E880C1041EEF98E0FE9D90641F8FCA9E4F00B1041F0F953C9E1DA0641F77CC787740B1041EB6A0ADC10DC064114F5D61E180B10412E2715A26ADD06410EDDF736DF0A10410D50C1D1E1DE064100000000CC0A10410000000068E006410EDDF736DF0A1041F3AF3E2EEEE1064114F5D61E180B1041D2D8EA5D65E30641F77CC787740B10411595F523BFE40641F8FCA9E4F00B10411006AC36EEE506417635056E880C1041120671F0E6E6064197930A51350D1041D71552C29FE7064107A8E0E8F00D1041E445109211E8064100000000B40E10410000000038E80641F9571F17770F1041E445109211E80641696CF5AE32101041D81552C29FE706418ACAFA91DF101041120671F0E6E606410803561B771110411006AC36EEE5064109833878F31110411595F523BFE40641EC0A29E14F121041D2D8EA5D65E30641F22208C988121041F3AF3E2EEEE10641000000009C1210410000000068E00641,20/12/2023 17:33,20/12/2023 17:33,{41},"{135,181,182}",{3}
LC00021500015E6O,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,14/09/2019,14/09/2019,14/09/2019,D,18/05/2021,18/05/2021,ST11059544,Imported,NULL,NULL,1,1,Alex Pollard,Dr Alex Pollard,Correct,None,SEWBReCORD (Direct Import),,,Adult. Commuting across garden from north-west. Early evening indicating roost close by. Verified by:Warren: Tom as Accepted on 14/09/2020 11:32.,3,14/09/2019,311055,195445,311050,195440,311060,195450,ST11059544,ST110954,ST1195,ST19,51.6507358,-3.287023162,10,0101000020346C0000000000003CFC124100000000A8DB0741,0103000020346C000001000000050000000000000028FC12410000000080DB07410000000028FC124100000000D0DB07410000000050FC124100000000D0DB07410000000050FC12410000000080DB07410000000028FC12410000000080DB0741,0103000020346C00000100000021000000000000002400134100000000A8DB0741F22208C9100013410D50C1D121DA0741EC0A29E1D7FF12412E2715A2AAD80741098338787BFF1241EB6A0ADC50D707410803561BFFFE1241F0F953C921D607418ACAFA9167FE1241EEF98E0F29D50741696CF5AEBAFD124129EAAD3D70D40741F9571F17FFFC12411CBAEF6DFED30741000000003CFC124100000000D8D3074107A8E0E878FB12411CBAEF6DFED3074197930A51BDFA124129EAAD3D70D407417635056E10FA1241EEF98E0F29D50741F8FCA9E478F91241F0F953C921D60741F77CC787FCF81241EB6A0ADC50D7074114F5D61EA0F812412E2715A2AAD807410EDDF73667F812410D50C1D121DA07410000000054F8124100000000A8DB07410EDDF73667F81241F3AF3E2E2EDD074114F5D61EA0F81241D2D8EA5DA5DE0741F77CC787FCF812411595F523FFDF0741F8FCA9E478F912411006AC362EE107417635056E10FA1241120671F026E2074197930A51BDFA1241D71552C2DFE2074107A8E0E878FB1241E445109251E30741000000003CFC12410000000078E30741F9571F17FFFC1241E445109251E30741696CF5AEBAFD1241D81552C2DFE207418ACAFA9167FE1241120671F026E207410803561BFFFE12411006AC362EE10741098338787BFF12411595F523FFDF0741EC0A29E1D7FF1241D2D8EA5DA5DE0741F22208C910001341F3AF3E2E2EDD0741000000002400134100000000A8DB0741,20/12/2023 17:30,20/12/2023 17:30,{41},"{141,181}",{3}
LC00021500015FJ8,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,06/09/2018,06/09/2018,06/09/2018,D,18/05/2021,18/05/2021,ST073900,Imported,NULL,NULL,1,1,Alex Pollard,Dr Alex Pollard,Correct,None,SEWBReCORD (Direct Import),,,Observed on bat walk for RCT. ID by BatScanner detector. Few passes adj to bridge over river. Walk was two loops around park: main activity adj to river. Verified by:Warren: Tom as Accepted on 14/09/2020 11:32.,3,06/09/2018,307350,190050,307300,190000,307400,190100,,ST073900,ST0790,ST09,51.60164207,-3.339131409,100,0101000020346C00000000000058C212410000000010330741,0103000020346C000001000000050000000000000090C1124100000000803107410000000090C1124100000000A03407410000000020C3124100000000A03407410000000020C3124100000000803107410000000090C112410000000080310741,0103000020346C000001000000210000000000000040C612410000000010330741F22208C92CC612410D50C1D189310741EC0A29E1F3C512412E2715A2123007410983387897C51241EB6A0ADCB82E07410803561B1BC51241F0F953C9892D07418ACAFA9183C41241EEF98E0F912C0741696CF5AED6C3124129EAAD3DD82B0741F9571F171BC312411CBAEF6D662B07410000000058C2124100000000402B074107A8E0E894C112411CBAEF6D662B074197930A51D9C0124129EAAD3DD82B07417635056E2CC01241EEF98E0F912C0741F8FCA9E494BF1241F0F953C9892D0741F77CC78718BF1241EB6A0ADCB82E074114F5D61EBCBE12412E2715A2123007410EDDF73683BE12410D50C1D1893107410000000070BE124100000000103307410EDDF73683BE1241F3AF3E2E9634074114F5D61EBCBE1241D2D8EA5D0D360741F77CC78718BF12411595F52367370741F8FCA9E494BF12411006AC36963807417635056E2CC01241120671F08E39074197930A51D9C01241D71552C2473A074107A8E0E894C11241E4451092B93A07410000000058C2124100000000E03A0741F9571F171BC31241E4451092B93A0741696CF5AED6C31241D81552C2473A07418ACAFA9183C41241120671F08E3907410803561B1BC512411006AC36963807410983387897C512411595F52367370741EC0A29E1F3C51241D2D8EA5D0D360741F22208C92CC61241F3AF3E2E963407410000000040C612410000000010330741,20/12/2023 17:30,20/12/2023 17:30,{41},"{140,181}",{3}
LC00021500015HZ2,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,17/05/2019,17/05/2019,17/05/2019,D,18/05/2021,18/05/2021,SS80988570,Imported,NULL,Margam Park,1,1,Aaron Davies,Aaron Davies,Correct,Bat Roost,SEWBReCORD (Direct Import),,,Adult: male. Nathusius pipistrelle project Male: Adult - 33 mm FA: 5.9g: '-43mm (1.303): small testes. Nathusius pipistrelle project . Verified by:davies: aaron as Accepted on 31/10/2020.Verifi,3,17/05/2019,280985,185705,280980,185700,280990,185710,SS80988570,SS809857,SS8085,SS88,51.55763311,-3.718166967,10,0101000020346C000000000000642611410000000048AB0641,0103000020346C0000010000000500000000000000502611410000000020AB064100000000502611410000000070AB064100000000782611410000000070AB064100000000782611410000000020AB064100000000502611410000000020AB0641,0103000020346C00000100000021000000000000004C2A11410000000048AB0641F22208C9382A11410D50C1D1C1A90641EC0A29E1FF2911412E2715A24AA8064109833878A3291141EB6A0ADCF0A606410803561B27291141F0F953C9C1A506418ACAFA918F281141EEF98E0FC9A40641696CF5AEE227114129EAAD3D10A40641F9571F17272711411CBAEF6D9EA3064100000000642611410000000078A3064107A8E0E8A02511411CBAEF6D9EA3064197930A51E524114129EAAD3D10A406417635056E38241141EEF98E0FC9A40641F8FCA9E4A0231141F0F953C9C1A50641F77CC78724231141EB6A0ADCF0A6064114F5D61EC82211412E2715A24AA806410EDDF7368F2211410D50C1D1C1A90641000000007C2211410000000048AB06410EDDF7368F221141F3AF3E2ECEAC064114F5D61EC8221141D2D8EA5D45AE0641F77CC787242311411595F5239FAF0641F8FCA9E4A02311411006AC36CEB006417635056E38241141120671F0C6B1064197930A51E5241141D71552C27FB2064107A8E0E8A0251141E4451092F1B2064100000000642611410000000018B30641F9571F1727271141E4451092F1B20641696CF5AEE2271141D81552C27FB206418ACAFA918F281141120671F0C6B106410803561B272911411006AC36CEB0064109833878A32911411595F5239FAF0641EC0A29E1FF291141D2D8EA5D45AE0641F22208C9382A1141F3AF3E2ECEAC0641000000004C2A11410000000048AB0641,20/12/2023 17:31,20/12/2023 17:31,{41},"{136,181,182}",{3}
